news,company,sentiment
"At ages 92 and 99, respectively, Messrs. Buffett and Munger remain sharp as ever, said Chris Bloomstran, president of Semper Augustus Investments Group, at a conference on value investing held by Gabelli Funds on Friday. 'We just take each of these years that we still get as a victory, because it's been one of the greatest pleasures' in life to get to come to Omaha every year and hear them speak, he added. The tone was less celebratory outside the convention center Saturday, where pilots for Berkshire-owned NetJets held up signs in protest of company executives, who they say have failed to meaningfully address conditions leading to a shortage of workers. Berkshire kicked off Saturday's proceedings by releasing its first-quarter results. The ",Berkshire,negative
"Operating earnings, which exclude some investment results, rose to $8.07 billion from $7.04 billion last year, boosted by big gains in Berkshire's insurance underwriting business. Mr. Buffett cautioned that the majority of Berkshire businesses would likely report lower earnings this year, due to an 'incredible period' for the economy coming to an end. ",Berkshire,negative
"Mr. Buffett has long told shareholders to ignore net income and focus instead on operating earnings, which he feels are a better reflection of how Berkshire is doing. ",Berkshire,neutral
"Berkshire ended the quarter with $130.6 billion in cash and cash equivalents, up slightly from around $128.6 billion at the end of 2022. ",Berkshire,positive
"Berkshire tapped into that cash pile to go on a buying spree in the first half of 2022, but it has slowed down its pace of stock purchases since then. For the second straight quarter, the company was a net seller of stock, unloading $13.3 billion in shares while buying $2.9 billion. ",Berkshire,neutral
"Berkshire Leaders Take On Banks, AI ",Berkshire,neutral
"the 92year-old chairman and chief executive of Berkshire Hathaway, paused briefly. 'You should write your obituary and then try to figure out how to live up to it,' he said. 'It's not that complicated.' ",Berkshire,neutral
"At Berkshire's annual shareholder meeting Saturday, an event that draws thousands to Omaha, Neb., each spring, Mr. Buffett and his longtime business partner, Charlie Munger, spent hours weighing in on topics as varied as the recent banking turmoil to artificial intelligence and the future of the U.S. As is typical at such gatherings, the executives also doled out advice on management practices, career choices and how to enjoy a good life. In prior years, Mr. Munger has heaped scorn on consultants, compensation specialists and what he described as make-work activities inside U.S. companies. This weekend, he directed his ire at wealth managers. ",Berkshire,neutral
"OMAHA, Neb.-Every year, tens of thousands of Berkshire Hathaway shareholders make the pilgrimage to Omaha to hear the legendary investors Warren Buffett and Charlie Munger speak. ",Berkshire,neutral
"Ordinarily, children would be a somewhat unusual sight at a shareholder meeting. Even at Berkshire's gathering, they stand out. But Berkshire's annual meeting feels more like a friendly gathering of value",Berkshire,neutral
"investing geeks than a suited-up corporate affair. The convention center that hosts the event includes booths stocked with items from Berkshire companies, including See's Candies treats and Squishmallows plush toys in the likenesses of Messrs. Buffett and Munger. ",Berkshire,neutral
Most years at least one child is among the audience members whom Berkshire selects to ask Messrs. Buffett and Munger a question. ,Berkshire,neutral
8-year-old Daphne Kalir-Starr stepped up to a microphone and asked why Berkshire appeared to depart from its 'old capital-efficient philosophy' by investing in BNSF Railway. The crowd broke into thunderous applause. ,Berkshire,neutral
"Annie and Mary Handly's mother, Lauren Templeton, founder and chief executive officer of Tennessee-based Templeton & Phillips Capital her Management, wants daughters to grow up understanding the importance of saving and starting to invest early in life-part of the reason she and her husband decided to purchase Berkshire shares in their names. ",Berkshire,neutral
"JPMorgan Chase Bank, N.A. has assumed the deposits of First Republic Bank ",JPMorgan,positive
"On May 1, 2023, the California Department of Financial Protection and Innovation closed First Republic Bank and appointed the Federal Deposit Insurance Corporation (FDIC) as receiver. JPMorgan Chase Bank, N.A. then entered into an agreement with the FDIC to acquire the substantial majority of assets and assume the deposits and certain other liabilities of First Republic Bank from the FDIC. ",JPMorgan,positive
"Deposits formerly held at First Republic Bank have been transferred to JPMorgan Chase Bank, N.A. Transferred deposits remain protected by FDIC deposit insurance going forward up to applicable insurance coverage limits. First Republic Bank clients should continue banking at First Republic preferred banking ofﬁces and ATMs, online at FirstRepublic.com and on the mobile banking app. Clients can also continue using their same checks, debit and ATM cards. For questions, clients should contact their First Republic team or call (888) 408-0288. ",JPMorgan,positive
"About JPMorgan Chase Bank, N.A. ",JPMorgan,neutral
"Regional banks are under assault from investors after the failure of First Republic Bank-the latest banking domino to fall. First there was the collapse of Silicon Valley Bank, which had been a bank of choice for startup companies, followed by the seizure of Signature Bank. As May began, the bulk of First Republic was sold to JPMorgan. ",JPMorgan,positive
"TD Bank's handling of suspicious customer transactions was behind regulators' refusal to bless the lender's $13.4 billion bid to buy First Horizon, people familiar with the matter said. B1 ",First Horizon,neutral
Walt Disney expanded its federal lawsuit against DeSantis and other officials amid an escalating fight between the company and Florida Republicans. A3 ,Disney,negative
Tyson Foods swung to a quarterly loss and cut its sales forecast for the year amid high costs across its business and deteriorating consumer demand. B3 ,Tyson,negative
"Many companies are cutting costs and raining cash on stock pickers like Berkshire Hathaway's Warren Buffett, who believe the world's thirst for oil will continue for years, if not decades, to come. The promise of money returned to shareholders helped turn energy shares into some of the few bright spots in a dark moment for markets last year, fueled by commodity prices that skyrocketed after Russia's invasion of Ukraine. ",Berkshire,positive
"Before their startup had customers, a business plan or even a formal name, former Google AI researchers Niki Parmar and Ashish Vaswani were fielding interest from investors eager to back the next big thing in artificial intelligence. At Google, Ms. Parmar and Mr. Vaswani were among the co-authors of a seminal 2017 paper that helped pave the way for the boom in so-called generative AI. Earlier this year, only weeks after striking out on their own, they raised funds that valued their fledg",Alphabet,neutral
"Continued from Page One PitchBook predict that venture investment in generative AI companies will easily be several times last year's level of $4.5 billion. That is driven in part by Microsoft's $10 billion investment in January into OpenAI, the startup behind the wildly popular ChatGPT bot. In comparison, such investment totaled $408 million in 2018, the year OpenAI released the initial version of the language model powering ChatGPT. ",Microsoft,positive
"The current AI boom accelerated after OpenAI's late November launch of ChatGPT, which became one of the fastest-growing consumer apps in technology history. OpenAI is one of several capital-intensive startups building enormous algorithms called large language models that can produce original text. ",Microsoft,positive
"Earlier this year, Google invested more than $300 million into OpenAI rival Anthropic. The company expects to raise up to $5 billion within the next two years to advance its large language model, which powers the startup's ChatGPT rival called Claude, according to an investor presentation reviewed by The Wall Street Journal. ",Alphabet,neutral
"Overall, U.S. venture funding plunged 55% to $37 billion in the first quarter, according to PitchBook. But AI-related events still boast a boom-time vibe. Prominent venture capitalist Ron Conway held two days of festivities in March for portfolio companies backed by his fund, SV Angel, many of which are incorporating AI in some way. The event's speakers included former President Barack Obama and OpenAI Chief Executive Sam Altman, and attendees including the musician and entrepreneur will.i.am mingled with founders over drinks, according to ",Microsoft,neutral
"Sizable deals are coming fast and furious. Eleven Labs, a voice AI startup, recently raised money from Andreessen Horowitz that valued the company around $100 million, according to people familiar with the matter. Humane, a startup created by two ex-Apple executives, recently raised $100 million from investors, including Mr. Altman, to make AI-powered wearable devices, ",Apple,neutral
"the Journal reported in March. Character.AI, an AI startup founded by two other former Google employees less than two years ago, raised $150 million in a recent round that valued it at $1 billion, the company said. Toronto-based generative AI startup Cohere ",Alphabet,neutral
"2017 Google paper with Mr. Vaswani and Ms. Parmer that invented a more efficient and accurate way for AI systems to analyze blocks of text. Cohere co-founder Aidan Gomez was also a co-author on the paper. 'It's a mad swarm of VCs. Everyone wants in on those companies,' Scott Beechuk, a partner at Norwest Venture Partners, which has backed companies including AIengine search powered You.com. ",Alphabet,positive
"International's first-quarter revenue jumped 34% to $5.6 billion, and the company declared a 40-cent per-share dividend. The company's chief executive, Tony Capuano, last May said that Marriott expected to resume share buybacks. The information about Marriott contained in The Score column in Saturday's Review section was incorrectly based on the company's results that were reported in May 2022 rather than this year. The article incorrectly said revenue jumped 81% to $4.2 billion, the largest leap in global travel ",Marriott,positive
"Ares Management holds $235.1 billion in credit strategies. A Business News article on Monday about the alternative asset manager incorrectly said it holds $214.2 billion in private-credit strategies, which didn't take into account its public credit holdings and additional capital raised in the first quarter. ",Ares,neutral
Disney Expands Lawsuit Against DeSantis ,Disney,negative
"Walt Disney Co. has fired back at Florida Gov. Ron DeSantis and his Republican allies in the state legislature, saying that recent attempts by lawmakers to void the company's land-development agreements at Walt Disney World Resort amount to little more than 'weaponizing the power of government to punish private business.' The ",Disney,negative
"company Monday amended its federal lawsuit the governor and against other officials, which it originally filed last month, to address House Bill 1604, a law adopted last week. That measure, which seeks to retroactively void a contract that Disney signed to lock in planning approvals to potentially expand its theme parks and hotels in Florida, escalated a year-long fight between Disney and Florida Republicans. Disney said in its amended filing that the law specifically targeted Disney for retribution for the company's opposition to the Parental Rights in Education bill, which prohibits classroom instruction on gender and sexuality issues in early elementary-school grades. Mr. DeSantis championed the bill and signed it into law last year. ",Disney,negative
"Another measure approved by lawmakers in the recently concluded legislative session gives the state increased oversight over safety inspections for roller coasters and a monorail at Disney World that transports visitors between different parts of the resort. Disney in its filing pointed to both measures to bolster its case that Mr. DeSantis and his allies are retaliating against the company. 'Governor DeSantis and his allies have no apparent intent to moderate their retaliatory campaign any time soon,' Disney's lawyers wrote in the updated filing. The company called the new legislation 'precision-engineered to target Disney alone, just as Governor DeSantis intended.' ",Disney,negative
"The continuing battle between Mr. DeSantis and Disney began last year after Disney, under pressure from some employees, publicly opposed the sex-education bill, which opponents had dubbed 'Don't Say Gay.' ",Disney,negative
"A social-media profile authorities said they are examining features photographs of the mall in Allen and contains a screenshot of Google Maps for Allen Premium Outlets, showing its busiest times. ",Alphabet,neutral
"thorities saying a 2020 plan to partner with Oracle and Walmart to create a U.S.-based company didn't protect users enough from potential interference by Beijing. Lawmakers have expressed continued concern over user data protection and whether the Chinese government could influence what the platform shows, such as pushing content supporting a preferred political candidate. ",Walmart,negative
"In recent years, Cfius has intensified its oversight of foreign companies with interests in technology, data and infrastructure. It can review mergers and acquisitions before or after they close, and can sign off on the plans or push for divestments or other mitigation measures if it identifies potential national security red flags. Primavera has invested in companies including Alibaba, Yum China, ByteDance and the Chinese instant-formula business of Reckitt Benckiser Group. Primavera also owns Spring Education, which runs ",Yum,positive
"companies-CVS Health's CVS Caremark, Cigna Group's Express Scripts and UnitedHealth Group's OptumRx-handle 80% of prescription-drug claims. A health conglomerate owns each of the PBMs. ",CVS,positive
"The park posted a photo of one of the searchers carrying Nante Niemi on his back. Another photo on Facebook shows the boy wearing a dirty sweatshirt and munching on a Clif bar. Nante had been gathering wood while camping with his family when he was last seen Saturday afternoon in Porcupine Mountains Wilderness State Park in the western Upper Peninsula. He was found around 1:30 p.m. Monday, approximately 2 miles from the campsite. Overnight temperatures had been in the 40s. ",Meta,neutral
"Six big oil companies-Italy's Eni, France's TotalEnergies, the U.K.'s Shell and BP, and the U.S.'s Chevron and Exxon Mobil-reported nearly $160 billion in cash and cash equivalents across their balance sheets at the end of the first quarter. State-owned companies and smaller businesses have tens of billions more. ",Chevron,positive
"Chevron and Exxon Mobil hold $48.3 billion of such assets, up $1 billion from the beginning of the year, according to FactSet. Before the cash pileup in recent months, the last time they collectively surpassed $40 billion was in the final weeks of George W. Bush's presidency as U.S. crude neared the end of a monthslong retreat from a record $145 a barrel. ",Chevron,positive
"'We know the good times don't last,' Chevron Chief Financial Officer Pierre Breber told analysts in an earnings call. ",Chevron,neutral
"How Exxon and Chevron use most of their cash, quarterly ",Exxon,neutral
"By June 2020, as the pandemic brought parts of the country to a standstill, Chevron and Exxon Mobil together devoted more cash to capital expenditures than shareholder returns for at least 28 straight quarters, according to FactSet. The ratio has been the opposite every quarter since, with the companies paying out $14.8 billion in dividends and buybacks in the first three months of this year, compared with $8.4 billion in capital investment. ",Chevron,positive
"Mr. Breber said Chevron, which boasts almost $15.7 billion in cash and cash equivalents, could operate with a balance sheet one-third the size. 'We want to return it [to shareholders] through the cycle in a steady way,' he told ",Chevron,positive
"Large companies such as Exxon Mobil explored acquisitions to scoop up independent or private drillers with faster-growing shale output, The Wall Street Journal reported. Exxon dwarfed other U.S. companies in the first quarter with nearly $32.7 billion cash on hand, up about $3 billion from the end of last year. ",Exxon,positive
"With yields on short-term investments such as Treasurys higher than what Exxon pays on its debt, 'we're not incurring a negative cost of carry on that cash balance,' Chief Financial Officer Kathryn Mikells told analysts on an earnings call. ",Exxon,positive
"Potential private investment over the next decade spurred by federal tax incentives and loans could include $900 billion in renewable-energy projects and $100 billion in battery storage, according to Goldman Sachs. Adding investments in such areas as carbon capture and electric vehicles, total spending could reach $3 trillion, the firm estimates. ",Goldman,neutral
"Mr. Forth's sister, Laurie Shuck, recently purchased a stack of 'no trespassing' signs to post around her fences to try to keep out NextEra representatives offering wind leases or transmission easements. One late afternoon as light faded at her farm, the moon rose in the east and a flock of geese honked overhead. She paused to watch. Mrs. Shuck said she and her brother would lease land for wind projects, 'over our dead bodies.' ",NextEra,negative
"A windmill towers over a house in Waverly, Kansas, above. Left, Gerry Coffman worries that wind power would disrupt life on her family farm in nearby Douglas County, where some people have already leased land to NextEra Energy, a power company. 'A year ago we were a nice, quiet neighborhood,' said Ms. Coffman, who has attended a series of heated public meetings. ",NextEra,negative
"'It can be very localized,' said Rebecca Kujawa, president and CEO of NextEra Energy Resources. 'It can be one county where a couple of stakeholders are very vocal and literally right over the border they're very receptive.' Despite soaring demand and available capital even before the Inflation Reduction Act was passed, U.S. clean power installations dipped 16% last year and 12% over 2020, according to the American Clean Power Association. ",NextEra,negative
"On a cold February night in Kansas, Douglas County residents filed into dark wooden pews in the county courthouse and waited turns at the microphone. The meeting was focused on permits for a meteorological tower and other weather measurement equipment that is needed for wind applications projects. The from power company NextEra Energy drew so much opposition the meeting stretched four hours. ",NextEra,negative
"NextEra declined to comment on the meeting or its plans in Douglas County, but Chief Executive John Ketchum said in an interview in March ",NextEra,neutral
"home on a Saturday night last month when she decided to see what everyone else was up to. She opened Snapchat and checked the Snap Map, which shows where friends are in real time. A group of them was at another girl's house attending a birthday party. ",Snap,neutral
"cation with friends, whether on Snapchat or Apple's Find My or Life360, to locate each other at concerts or see if anyone they know is nearby when they're out. Location sharing has become such a fixture that many teens say they'd be overlooked socially if they didn't use it. ",Snap,neutral
vestors in January that more than 300 million people globally used Snap Map every month. ,Snap,positive
Addison Figel feels left out when the Snap Map reveals friends gathering without her. ,Snap,neutral
"'With Snap Map, you can keep checking and see when people come and go,' Addison says, adding that it's ",Snap,neutral
"Map location. 'I want to trust my friends and know they wouldn't purposely exclude me,' he adds. 'A light switch dimming' Addison's parents say they recently noticed a change in her demeanor after she checked the Snap Map. ",Snap,negative
The Figels decided to place a daily one-hour limit on Snapchat through the settings on Addison's phone. Addison had previously been spending two hours a day on the app. ,Snap,negative
"So I started testing apps that use OpenAI's GPT technology, but aren't ChatGPT. Language app Duolingo and learning platform Khan Academy now offer conversational, personalized tutoring with this technology. Writing assistant Grammarly's new tool can compose emails for you. Travel app Expedia features a chatty trip planner. And all Snapchat users just got a new friend on the social network called My AI. ",Microsoft,neutral
"Parlez pal Duolingo's Roleplay text chatbot, available to French and Spanish learners on iOS, is more dynamic than the language-learning app's often-repetitive translation exercises. ",Duolingo,positive
"ated 100 initial scenarios. They programmed the AI language model to speak to a learner as a language instructor and only discuss the intended scenario. The result: No two conversations are alike, and Roleplay gets more advanced as the learner progresses. Roleplay is available as a part of the Duolingo Max subscription plan that costs $30 a month or $168 annually. ",Duolingo,positive
"tutor gives the wrong answers, which occasionally happens with math, she said. Khan Academy worked with OpenAI to make GPT-4 better at math. The model is most accurate for questions about widely known K-12 topics but less so with niche subjects, Dr. DiCerbo added. ",Microsoft,negative
"Social sidekick Snapchat's My AI is less focused, but it has a friendlier tone and produces more succinct responses than ChatGPT. The feature is controversial among users. One reason is that it's glued to the top of the app's chat section, pushing down real human friends, and only paying Snapchat+ subscribers can unpin it. Anyone can customize it, though. I renamed mine Marvin. It's meant for recommending things such as meals or gift ideas. But we discussed a range of topics, from the pain in my right hip to a definitive ranking of Beyonce's albums. It messed up, though: When I asked for Beyonce's 'Upgrade U' lyrics, it sent Outkast's 'Roses.' Snapchat moderates the dialogue. When I typed an expletive, Marvin said, 'I'd prefer if we keep the conversation respectful and appropriate.' Talking about anxiety or other personal struggles could prompt a mental-health resource. ",Snap,neutral
"New semiconductor and battery factories boost Caterpillar, Nucor, other manufacturers ",Caterpillar,positive
"We feel good about the market conditions,' Caterpillar Chief Executive Jim Umpleby said late last month after construction-equipment maker's quarterly sales rose by 17% from the same period last year and ",Caterpillar,positive
"New factories are driving demand for construction materials, including steel, as well as the systems and equipment needed to operate the plants once they are completed. Strength in such construction projects has helped Texas-based Caterpillar and other Please turn to page B2 ",Caterpillar,positive
Caterpillar reported last month that quarterly sales rose 17% and profit increased by 26%. ,Caterpillar,positive
State Street Offers Carbon-Trade Support System ,State Street,neutral
State Street will begin providing its back-office services to clients that want to invest in carbon credits. ,State Street,neutral
"State Street says it will now provide its usual custody and fund administration work for carbon markets, including handling and valuing assets, gathering prices and maintaining investment records for both the mandatory and voluntary markets. ",State Street,neutral
"Toronto-Dominion Bank's handling of suspicious customer transactions was behind regulators' refusal to bless the Canadian lender's $13.4 billion bid to buy First Horizon, people familiar with the matter said. ",First Horizon,negative
TD agreed to buy First Horizon in February 2022 in a deal that would have created one of the six-largest U.S. lenders. The banks said they expected to complete the transaction by January. they agreed to delay the deadline for the deal's close until May 27. First Horizon then disclosed in a March regulatory filing that TD had informed the bank it no longer expected the deal to win regulatory approval in time for that and couldn't predict a closing date any more. ,First Horizon,negative
EARNINGS Tyson Foods swings to a loss and cuts its forecast as it feels the pain of higher prices. B3 ,Tyson,negative
BUSINESS & FINANCE Disney Ends Pandemic Ticketing Curbs at Orlando Theme Parks ,Disney,positive
"Walt Disney is doing away with some of its Covid-19 pandemic ticketing policies at its Orlando, Fla., theme parks. ",Disney,positive
"Starting Jan. 9, 2024, visitors who buy a dated ticket to Walt Disney World won't also have to make a reservation to one of its four theme parks, Magic Kingdom, Epcot Center, Animal Kingdom and Hollywood Studios. The company has been requiring ticket holders to make reservations since ",Disney,neutral
lawyers said it is unusual for U.S. regulators to block bank mergers outright. The government cited concerns over M&T Bank's antimoney-laundering policies in its review of the lender's 2012 agreement to acquire Hudson ,M&T Bank,negative
"Disney had said the system keeps lines shorter by limiting the number of guests at the parks each day. But the system proved unpopular with many visitors, who complained online about not being able to book visits on their desired dates. ",Disney,negative
"when they can enter parks without a reservation, Disney said. It didn't provide additional details. In January, Disney began allowing holders of annual passes to its Walt Disney World Resort to visit the theme parks during afternoon hours without a reservation. Disney is also bringing back its dining plans, which it suspended in 2020. The plans let guests of Disney's resorts pay for their meals and snacks before going to the theme parks. The company said the feature ",Disney,positive
First Horizon discloses in a filing that TD doesn't expect to get approval for the deal by a May 27 deadline. ,First Horizon,negative
"Caterpillar's sales of machinery and engines from North America rose 32% in the first quarter of 2023 from the same period a year earlier, offsetting slumping sales in China and smaller growth rates in other overseas markets. ",Caterpillar,neutral
"For North Carolina-based steelmaker Nucor, continued robust sales of building joists, warehouse racks, overhead doors and other products made from the company's steel helped boost profit from its steel-products business by 42% from the first quarter last year to $971 million. 'Semiconductor, ",Nucor,positive
"chip plants, electric-vehicle facilities-both the assembly and battery plants-are in our order backlogs and we're quoting even more of them,' Chad Utermark, Nucor's executive vice president for new markets and innovation, said during a late April conference call ",Nucor,positive
"'We've seen good order intake and we're substantially full for the year,' said Paccar CEO Preston Feight. ",Paccar,positive
"Cummins, which supplies diesel engines to Paccar and other truck makers, last week reported higher-than-expected first-quarter sales and profit because of strong demand, particularly in North America. The company projected its 2023 sales will increase by 15% to 20% over 2022, compared with 12% to 17% forecast previously. ",Cummins,positive
"Cummins said its engine sales for heavy-duty trucks rose by 23% during the quarter from last year. The Indiana-based company predicted that industrywide production of heavy-duty trucks in North America will reach 280,000 to 290,000 vehicles, an increase of 10,000 trucks on both ends of its prior range. 'Customer demand remains strong,' CEO Jennifer Rumsey told analysts. ",Cummins,positive
"Mr. Buffett spent decades building a stake in Wells Fargo, and eventually became its largest shareholder. When its fake-accounts scandal went public in 2016, he stood by the bank for multiple years afterward. ",Wells Fargo,negative
"In the 1980s, he bought shares of the highflying investment bank Salomon Inc. and later stepped in as interim chairman following a Treasury-auction bidding scandal. Mr. Buffett invested billions in Goldman Sachs during the depths of the financial crisis in 2008. ",Goldman,neutral
Profit at Nucor's steel products business has risen with robust sales of building materials. ,Nucor,positive
"Factory-software and automation-gear supplier Rockwell Automation also is benefiting from the factory-building boom. The Milwaukee company reported a 26% rise in quarterly sales from a year earlier, and its operating margin rose by more than 5 percentage points to 21.3% from higher sales volumes and price increases. ",Rockwell,positive
ergy facilities and fossil-fuel companies seeking to reduce carbon-dioxide emissions. Rockwell CEO Blake Moret said industrial customers are investing more in automation to counter a declining force of capable factory workers in the U.S. ,Rockwell,positive
"Rockwell raised its profit guidance in anticipation of 13% to 17% growth in core sales this year. Mr. Moret said that as supply-chain disruptions ease and the availability of components improves, Rock can complete orders well ",Rockwell,positive
"Production of commercial trucks has been constrained by parts shortages since the pandemic, building an order backlog the size of nearly a year's worth of heavy-duty truck production. Paccar, which produces Kenworth and Peterbilt trucks, said it delivered 51,100 trucks during the ",Paccar,negative
"Credit Suisse's investment bank has lost top people, too, with some employees leaving after decades of service. Industrials deal maker Greg Dalle left for Citigroup, and mergers-and-acquisitions banker William Mansfield is taking a senior role at Deutsche Bank. ",Citi,positive
"Tyson Reports Loss, Cuts Sales Outlook ",Tyson,negative
"Tyson Foods, the largest U.S. meat supplier, swung to a loss in its latest quarter and cut its sales forecast for the year as high costs across its business and deteriorating consumer demand squeezed the industry. ",Tyson,negative
"Tyson posted a loss of $97 million in the three-month period ended April 1, compared with net income of $829 million a year earlier. ",Tyson,negative
Shares of Tyson fell more than 16% on Monday to their lowest level since the start of the pandemic in 2020. The company's stock is down about 44% over the past 12 months. Tyson's three commodity ,Tyson,negative
"Meatpackers such as Springdale, Ark.-based Tyson have been paying more for animal feed and plant worker wages over the past year, cutting into profits. Tyson also is struggling with lower earnings in two of its largest divisions by sales, chicken and beef. ",Tyson,negative
"Profit margins from Tyson's beef unit, which accounted for nearly 40% of its annual sales last year, have been under pressure in recent months as ranchers shrink the size of their herds after years of drought, raising the price that ",Tyson,negative
meatpackers such as Tyson pay to secure the livestock. Company executives told analysts that drought from Texas up through central Nebraska is still keeping ranchers from rebuilding their herds. ,Tyson,neutral
Sales from Tyson's beef unit were lower from the same period a year ago as inflation-weary consumers move away ,Tyson,negative
Tyson executives said on the call that export demand for its beef products softened and that it had some commodity hedging losses in the quarter. Quarterly ,Tyson,negative
"adjusted operating income from its beef unit fell to $8 million from $638 million a year earlier. Overall, Tyson said quarterly revenue was flat from the prior year at $13.1 billion, below the $13.6 billion analysts had expected. The company lowered its sales outlook for the 2023 fiscal year from its February estimates of between $55 billion and $57 billion, to between $53 billion and $54 billion. ",Tyson,negative
"'Many of the headwinds experienced are likely to persist for the remainder of the fiscal year,' Chief Financial Officer John R. Tyson said on the call with analysts. ",Tyson,negative
"Tyson cut its adjusted operating income outlook for the year for its pork, chicken and beef divisions from the previous quarter. ",Tyson,negative
"Chicken prices collapsed at the end of last year as supply rose across the industry, pressuring processors such as Tyson and its rivals. The company has said in recent weeks that it is closing two of its less-efficient poultry plants, laying off about 1,700 workers. ",Tyson,negative
"In an effort to cut costs across the company, Tyson said last month it would eliminate 15% of its senior leadership positions and 10% of its corporate roles. The company said Monday its feed ingredient cost increased $145 million for the quarter from the same time last year. ",Tyson,negative
"Tyson posted a quarterly loss of 28 cents, compared with a profit of 80 cents a share Wall Street analysts were expecting, according to FactSet. The company posted an adjusted loss of 4 cents a share for the quarter, compared with a profit of $2.29 a share in the year-ago period. ",Tyson,negative
"Smoke rose from a derailed Norfolk Southern cargo train in East Palestine, Ohio, in February. ",Norfolk Southern,negative
The pension system intends to vote for the proposal. Norfolk Southern had recommended voting against this proposal. ,Norfolk Southern,negative
Norfolk Southern Meeting To Gauge Investors' Mood ,Norfolk Southern,neutral
Norfolk Southern will receive a key test of investor sentiment this week as executives meet with shareholders for the first time since a toxic train derailment in Ohio. ,Norfolk Southern,negative
"Some investors have indicated their discontent with management. New York state Comptroller Thomas P. DiNapoli, who oversees the state's pension system, said the retirement fund will vote against all 13 of Norfolk Southern's board nominees. The Bucks County (Pa.) Employees Retirement System sued Norfolk Southern, alleging the company had made misleading statements about the safety of its operations ",Norfolk Southern,negative
"Norfolk Southern has recommended shareholders should approve its director slate, which includes Mr. Shaw and board chair Amy Miles. Proxy advisory firm Institutional Shareholder Services rec",Norfolk Southern,neutral
"Through Friday, Norfolk Southern's stock price had declined 17% since the East Palestine derailment, while the S&P 500 was little changed. CSX and Union Pacific, two other large railroad operators, were down 1.3% and 4.3%, respectively, over that time frame. ",Norfolk Southern,negative
Norfolk Southern has said it has provided $31.6 million for the community in East Palestine and is continuing efforts to support residents there. ,Norfolk Southern,neutral
"high court last week said it would reconsider Chevron v. Natural Resources Defense Council, a 1984 Supreme Court opinion that gives regulators legal cover to interpret ambiguous-and sometimes outdated-statutes. ",Chevron,neutral
"One rule that could be affected by changes to Chevron is the Securities and Exchange Commission's work on regulation that would require public companies to disclose information to investors about their carbon emissions and the impact of global warming on their business. The Wall Street Journal in February reported the SEC is considering softening its proposal after receiving pushback from investors and other groups, in an effort to protect its final rule from what's expected to be a protracted courtroom battle. ",Chevron,positive
"there are better products on the market. He has met with the chiefs of big tech companies and stated his openness to collaborate with Google and Apple, a departure from previous VW strategy. ",Alphabet,positive
New York Times Details Google Pay ,Alphabet,neutral
"The New York Times is getting around $100 million from Google over three years as part of a broad deal that allows the Alphabet unit to feature Times content on some of its platforms, according to people familiar with the matter. ",Alphabet,positive
"The publisher announced its deal with Google earlier this year, which it described as an expanded agreement that included content distribution and subscriptions, as well as using Google tools for marketing and ad-product experimentation. The Times, which didn't provide details about the financial terms of its deal at the time, declined to comment beyond its earlier announcement. ",Alphabet,positive
"The deal gives the Times an additional revenue driver as news publishers are bracing advertising-market for slowdown. company The posted revenue of $2.31 billion last year, up 11% from a year earlier. It also more than offsets the revenue that the Times is losing after Facebook parent Meta Platforms last year told publishers it wouldn't renew contracts to feature their content in its Facebook News tab. The Wall Street Journal at the time reported that Meta had paid annual fees of just over $20 million to the Times. ",Meta,negative
"The deal includes the Times' participation in Google News Showcase, a product that pays publishers to feature their content on Google News and some other Google platforms, some of the people said. The product has yet to be launched in the U.S., but is available in other countries including Germany, Brazil and Australia. ",Alphabet,positive
"News Corp, parent of Journal publisher Dow Jones & Co., is among the publishers that previously have reached agreements with Google over Showcase and other elements. News Corp in early 2021 announced a multiyear deal with Google and said the deal and other partnerships would generate a combined annual revenue of more than $100 million. Beyond the Journal, News Corp owns news organizations in Australia and the U.K., as well as Barron's, MarketWatch and the New York Post in the U.S. ",News Corp,positive
Publishers that have struggled to compete for digital ad revenue with Google and Facebook have long criticized the tech giants for not paying for the news content that is featured and shared on their platforms. ,Alphabet,positive
Key Profit Metric Declines at KKR ,KKR,negative
"Private-equity firm KKR said after-tax distributable earnings fell 26% in the March quarter, reflecting a broader slowdown investment in sales. ",KKR,negative
"Mr. Lewin said the firm sees a quiet monetization outlook in the market and that will likely continue for the rest of the year, mirroring comments last week from Carlyle Group executives. ",Carlyle,negative
"Still, Mr. Lewin said, 'We feel really good that we got the macro right coming into this period of time and we'll exit it in a stronger position.' New York-based KKR, one of the original buyout shops, said first-quarter after-tax distributable earnings, or cash ",KKR,neutral
KKR share price ,KKR,neutral
"that can be returned to shareholders, fell to $719.3 million, or 81 cents an adjusted share, from $974 million, or $1.11 an adjusted share, a year earlier. Fee-related earnings declined 9.3% to $548.6 million, or 62 cents an adjusted share. Overall, KKR reported net income of $322.7 million, or 36 cents a share, compared with a loss of $9.8 million, or 2 cents a share, a year earlier. Revenue more than tripled to $3.13 billion, with both the firm's asset-management and insurance segments delivering strong revenue gains from the year-earlier period. ",KKR,positive
KKR said its traditional private-equity portfolio posted a 2% gain for the first quarter but lost 9% in the trailing 12 months through March. The firm's traditional private-equity portfolio includes investments held by the firm's private-equity flagship funds. It doesn't include growth equity funds or core investments. ,KKR,neutral
